reviewId,userName,content,score,thumbsUpCount,at,appVersion,category,model_used,sub_cluster,theme
98d5bcd8-b592-4efe-932f-46581d370cbf,Gracy Sharma,"i gave 1 star bcz there is no option less than 1..... my order was 1.5 hours late and the person who picked the call was saying mam,mam while the person talking from our side was male!!!!!",1,0,2026-08-30 18:02:05,,delivery_problem,gemini-3.6-flash,0,General order quality issues / no resolution offered
88ea47f8-c068-4fe8-a935-d6d6966bb106,Komera Yedukondalu,worst delivered experience food was not given on time and food was very cold,1,0,2026-08-30 17:54:12,4.95.1,delivery_problem,gemini-3.5-flash-lite,0,General order quality issues / no resolution offered
2455b61e-6157-428b-a4fe-3e7cf88a6f5c,RINKAL PARMAR,"I’m really disappointed with the way my food was delivered. You placed the food in the area of the scooter where people normally keep their feet. How can anyone place food there and deliver it like this? This is completely unhygienic and has totally ruined my mood and appetite. I do not feel comfortable eating food that has been kept in such a place. This is absolutely unacceptable, and I would like to raise a complaint about this delivery.",1,0,2026-08-30 17:30:31,4.115.1,delivery_problem,gemini-3.5-flash-lite,1,Delivery delays attributed to slow/unavailable delivery partners
98ed75ec-724c-4ffd-a6dc-50a68dabeece,Vijay Rathod,"Very, very bad experience with Swiggy. I waited for more than 1 hour and 30 minutes, and then my order was cancelled without my permission. This is completely unacceptable. The support team was also extremely unhelpful and failed to provide a proper resolution. Customers deserve better service and respect for their time. Based on this experience, I strongly recommend other customers think twice before using Swiggy. I will avoid using Swiggy in the future.",1,0,2026-08-30 16:40:31,4.115.1,delivery_problem,gemini-3.5-flash-lite,2,Wrong or incomplete item delivered
a6d38b16-33d0-4bc7-8277-636f19b15fd9,Anand M,worst app. They not taking any action on missing items.,1,0,2026-08-30 16:30:20,4.115.0,delivery_problem,gemini-3.5-flash-lite,0,General order quality issues / no resolution offered
abe38f33-cef4-43d5-9d80-2d8d9efcb47a,Saketh Vikram Kallakuri,The app has turned worst since a couple of months. I am a loyal customer since 8 years. They made me never to visit them again. My orders are being delayed for delivery for more than an hour and automatically being canceled without any explanation. Pathetic,1,0,2026-08-30 15:39:33,4.115.1,delivery_problem,gemini-3.5-flash-lite,1,Delivery delays attributed to slow/unavailable delivery partners
0802ac08-5365-4b95-b07b-a8af2a116fb3,Mahesh Bharmal,don't use this app 😞 no refund for bad quality food late delivery plus no response from the app after receiving wrong order,1,0,2026-08-30 15:30:33,4.115.0,delivery_problem,gemini-3.5-flash-lite,5,Late delivery — order arrives significantly past promised time
5a3ab723-1281-4ca9-85b0-eb7bc2e78dea,Aditya Bose,Most of the time there was no delivery partner to provide your delivery on time despite charging a huge amount as a delivery fee.,1,0,2026-08-30 15:29:59,4.115.1,delivery_problem,gemini-3.5-flash-lite,1,Delivery delays attributed to slow/unavailable delivery partners
38cd53db-de97-4389-9286-03f41f24bd28,Shanu Thakur,just fraudster I m quiting it and ensure in my area no body use Swiggy just order didn't come in 1 and half hour and showing just 10 min from previous one hour,1,0,2026-08-30 15:18:23,4.115.1,delivery_problem,gemini-3.5-flash-lite,0,General order quality issues / no resolution offered
3ec4c834-37bf-499f-968b-0e4bcbfeb7f4,Sanjukta behera,Frustrating and Disgusting Service of delivery Delay,1,0,2026-08-30 15:04:37,4.114.2,delivery_problem,gemini-3.5-flash-lite,1,Delivery delays attributed to slow/unavailable delivery partners
2ac178a7-6f3e-4fb0-a756-8fac5a32e989,Deepa Deepa,I ordered paneer biryani as I am a vegetarian but I got a piece of chicken bone in that biriyani 😡😡😡,1,0,2026-08-30 15:03:59,4.115.0,delivery_problem,gemini-3.6-flash,0,General order quality issues / no resolution offered
9872e6dd-2168-4a5e-9d3e-69d21d0e9b0f,Ramchndra Yadav,bhut bekar dahi vada bheja gya,1,0,2026-08-30 14:28:01,4.115.1,delivery_problem,gemini-3.5-flash-lite,0,General order quality issues / no resolution offered
4212c94f-d631-4660-8fa5-18cce24c01fb,Mohammad Azhaan Hasan,my orders are always late and why the hell do you always show that tha order is on time,1,0,2026-08-30 13:42:17,4.114.2,delivery_problem,gemini-3.5-flash-lite,5,Late delivery — order arrives significantly past promised time
5684bffa-853b-480c-b5b9-b0bff7c0aa45,Raghavendra Kv,delivery too much delay,1,0,2026-08-30 12:30:10,4.115.1,delivery_problem,gemini-3.5-flash-lite,1,Delivery delays attributed to slow/unavailable delivery partners
93a4e27f-85f3-483e-a01d-1028f5ca3840,Bhaskar Reddy,orders are coming late,3,0,2026-08-30 12:10:06,4.115.1,delivery_problem,gemini-3.5-flash-lite,5,Late delivery — order arrives significantly past promised time
d148bdbd-2149-4cde-9035-25b2eb6d6fa9,Nisha Jayachandran,"⭐ Extremely Unprofessional & Disappointing Service Very disappointed with Swiggy. Today, my order was accepted, and after making me wait for 25 minutes, I was suddenly called and informed that the order was being cancelled. My kids were hungry and waiting for the food. If Swiggy had cancelled it within 5 minutes, it would have been understandable. Accepting an order and cancelling it after 25 minutes is highly unprofessional and shows zero respect for the customer’s time.",1,0,2026-08-30 11:44:58,4.115.1,delivery_problem,gemini-3.5-flash-lite,0,General order quality issues / no resolution offered
5371c809-d9d8-4e38-87ed-b5a5d13feace,Manasvi Sadhwani,bullisht Application doesn't value its customers and their time. Always delivers late. Shows delivery time to be 20 minutes but doesn't deliver even after 1 hour. Wasted a lot of my time. Don't use this app. Use Zomato instead or just go out and eat because that the end of the all will get it a long frustrating wait for the cold food because it will get delivered after hours of wait,1,0,2026-08-30 10:27:36,,delivery_problem,gemini-3.5-flash-lite,4,Restaurant/delivery network unable to fulfill orders on time
77c1cd43-0e8c-4d86-ba19-f37d9161e329,Adom Viraj,very bad 😞😞😞 ghatiya khana bheja Hai,1,0,2026-08-30 10:25:15,4.115.1,delivery_problem,gemini-3.6-flash,0,General order quality issues / no resolution offered
3b52774a-15f1-4252-bda1-b8311f46fb56,rashmi rai,paneer was not good delivery on time,1,0,2026-08-30 10:16:28,4.115.1,delivery_problem,gemini-3.5-flash-lite,1,Delivery delays attributed to slow/unavailable delivery partners
aa2dc3fb-7cb1-4c08-81cf-bc0ae81d6c0b,Jai Narayan,koi customer support nhi h month m dusri baar food kharb aaya wo bhi 750 ka worse experience koi bhi support nahi krta,5,0,2026-08-30 10:06:49,4.115.1,delivery_problem,gemini-3.5-flash-lite,2,Wrong or incomplete item delivered
884569d8-d473-4873-b9e5-31088155c2f9,Aliana Manteiro,i order from ur Instamart it was so good but they told this token of silver for free so i thought ok let it be then i added chesse as 1 ruppe above 100 but when I recieved it didn't come only that phaltu token came and it says buy 1 lakh gold and silver free if we needed that we wouldn't order and when I told them to return and give chesse u guys didn't respond,1,0,2026-08-30 10:04:14,4.115.1,delivery_problem,gemini-3.5-flash-lite,0,General order quality issues / no resolution offered
0600f909-24fb-4e13-aa22-fc9219ed30d9,Shravan Kumar,Worst customer service. Wrong order was delivered and later the order was re delivered but cold food,2,0,2026-08-30 09:59:39,4.115.1,delivery_problem,gemini-3.5-flash-lite,0,General order quality issues / no resolution offered
529f9817-0c4a-4dc7-a121-3c446ed90b08,Roshni Shifa,I have no words to express my frustration it's a worst service I ever got after being promise for 50 t0 55 min it's been 2 hour I still i don't got the order when I trying to reach out they are saying it's delivering near by order after me doing payment 16 min worst to worst service,1,0,2026-08-30 09:25:17,4.111.1,delivery_problem,gemini-3.5-flash-lite,0,General order quality issues / no resolution offered
b4cf7772-59c8-4111-a82b-e013a34c2959,Pratibha Kumari,"Usually cancels the order without any reason...not a very nice app, so ridiculous, also sometimes gives incomplete order",1,0,2026-08-30 09:20:03,4.114.2,delivery_problem,gemini-3.5-flash-lite,0,General order quality issues / no resolution offered
fdd801e2-a144-45ff-b100-dafea628e1ee,Shruthi Bc,delevery is not in time,2,0,2026-08-30 08:57:39,4.115.1,delivery_problem,gemini-3.5-flash-lite,0,General order quality issues / no resolution offered
d32a1327-b190-4aa6-a11a-f9dff81148dc,Mukesh Wagh,worst experience with Swiggy almost 2.30 hrs late for lunch and no apology for this issue. don't order on this app,1,0,2026-08-30 08:39:32,4.115.1,delivery_problem,gemini-3.5-flash-lite,5,Late delivery — order arrives significantly past promised time
bb48bee5-c937-4544-9aaf-daa3461cb86f,Sanjana Rathore,my experience was very bad I'll receive missing items of my order and they could not solve my issue and also order delivery very late 1hr and 30 minutes,1,0,2026-08-30 07:26:51,,delivery_problem,gemini-3.5-flash-lite,5,Late delivery — order arrives significantly past promised time
9d9dd17e-8d35-440d-970a-96b3e2eab381,Gopi Puppala,"Worst experience with Swiggy. The restaurant sent the wrong item (egg biryani instead of the boneless chicken biryani I ordered and paid for). I raised a ticket and attached clear photo evidence, but the support team simply stated they ""can't help"" and closed the issue. With no active customer service helpline to escalate, customers are left with zero recourse for wrong orders. Moving to other delivery apps that actually value customer support.",1,0,2026-08-30 05:42:59,4.115.1,delivery_problem,gemini-3.5-flash-lite,2,Wrong or incomplete item delivered
9f3ef92e-c565-4b61-8ee5-265e2d2b8ea9,jaculin charles,verry slow deliveries. No customer service. only AI with repeated useless messages. No penalty gor late deliveries. the keep changing delivery time as per their wish and finally say on time delivery.,1,0,2026-08-30 05:38:34,4.115.1,delivery_problem,gemini-3.5-flash-lite,1,Delivery delays attributed to slow/unavailable delivery partners
06780546-01f0-4bca-828d-9b52216370ae,Arpita Mahajan,firstly the experience was good but from last two days the service is vulnerable. Orders are delivered approximately 1 hour 30 min late. really disappointed Swiggy,1,0,2026-08-30 05:33:22,,delivery_problem,gemini-3.5-flash-lite,5,Late delivery — order arrives significantly past promised time
e81c3a5a-465c-42eb-87df-40087a629404,Subramanaya Anirudh,costumer service is very bad and orders take a long time to reach you,2,0,2026-08-30 05:01:45,4.115.1,delivery_problem,gemini-3.6-flash,0,General order quality issues / no resolution offered
2883921a-ff29-48a5-9b73-77efa2f20da7,Soundararajan Anandan,it took one hour to deliver... hardly 10 minutes of travel. tooooo much delay,3,0,2026-08-30 03:33:05,4.115.1,delivery_problem,rule_based_v2,4,Restaurant/delivery network unable to fulfill orders on time
6a4892ad-1faf-4ca1-9612-d9f3602bf683,ANURAG SRIVASTAV,They're a bunch of frauds. they provide uncooked food,1,0,2026-08-30 03:26:07,4.115.1,delivery_problem,rule_based_v2,0,General order quality issues / no resolution offered
972b3b30-fd41-4632-99a9-853ea48e8bc4,Anishka Sharma,worst they don't have partners to deliver food I ordered my food at 3am till now it's 5:21am I didn't receive it they don't even have partners to deliver it and giving excuses it's better to order food from zomato they have delivery partner 24*7 and Swiggy don't I am uninstalling this app,1,0,2026-08-29 23:52:56,4.115.1,delivery_problem,rule_based_v2,4,Restaurant/delivery network unable to fulfill orders on time
2b986a9b-f662-4439-8137-f7c836d7af1d,Mohan subraya,delivery too late and sane time showing long time.,1,0,2026-08-29 23:26:23,4.85.1,delivery_problem,rule_based_v2,5,Late delivery — order arrives significantly past promised time
ee8a253c-2b05-4025-b745-86035f3c0cef,yaswanth Seri,worst service fraud app every Indian uninstall this app I will also uninstall this app I will sure I tried to ban this app 100%,1,2,2026-08-29 22:02:30,4.115.1,delivery_problem,rule_based_v2,0,General order quality issues / no resolution offered
0bfcc4b4-fc03-4144-a3bf-04f17c30a05c,King Tipo,delivery time is worst,1,0,2026-08-29 21:44:42,4.113.1,delivery_problem,rule_based_v2,1,Delivery delays attributed to slow/unavailable delivery partners
a1de45c1-0bf4-4c8e-8137-14e6e97a4276,Ashish Verma,zero credibility accept order and forget,1,0,2026-08-29 21:29:54,4.115.1,delivery_problem,rule_based_v2,0,General order quality issues / no resolution offered
e088a741-93db-4cce-97dc-90c594874f3d,Saif Ansari,such a pathetic service and they only provide ai assit worst experience,1,0,2026-08-29 20:27:58,4.115.0,delivery_problem,rule_based_v2,0,General order quality issues / no resolution offered
c7a590a1-922d-4f88-82d7-a0024e624eae,Aditya Joshi,"Pathetic support. They overpromise on delivery times and under deliver. On top of this, the customer support is pathetic.",1,0,2026-08-29 20:23:18,4.115.1,delivery_problem,rule_based_v2,4,Restaurant/delivery network unable to fulfill orders on time
96e74bbe-57c4-49b9-b719-d7ff07a7b984,Vicky Mascarenhas,"Absolutely Horrendous! The bot does not allow to speak with an agent. No way or any option to speak with a human on chat. Evan when called, AI is speaking on the other end. The delivery of some orders takes more than 1 and 30 hours which was not the displayed time when ordering.. I wish I could give zero stars.",1,1,2026-08-29 19:51:22,4.115.1,delivery_problem,rule_based_v2,1,Delivery delays attributed to slow/unavailable delivery partners
e38cc0da-99c5-4b31-afae-5134832c9e15,Sapna Singh,"they don't even deserve a single star, such a pathetic service, I have been waiting for my order for the past 1hr and they don't even have a clue for that and even any sensible person to talk to. Such a pathetic service they should join Zomato at least to learn some service etiquette.",1,0,2026-08-29 19:48:12,4.115.1,delivery_problem,rule_based_v2,0,General order quality issues / no resolution offered
46707770-ea25-4236-81bd-a610c3517bf0,Mohd Kaleem,I just ordered rumali roti paratha chicken 65 dry and chicken gravy from for 4m Biryani House from bholakpur Musheerabad but I have received chicken gravy paratha rumali roti was missing and also chicken 65 dry consistency was very less frequently this is happening through this swiggy app but I am not getting the proper food or the correct order why is it happening I have raised ticket but it has marked as closed. now please tell me what should I do.,1,0,2026-08-29 19:38:34,4.113.4,delivery_problem,rule_based_v2,2,Wrong or incomplete item delivered
1fc7f936-33cc-4709-82dd-f23e80d76c58,yashdeep Kashyap,"deserve 0 star 2 hours for a food delivery? At this point, I could’ve grown the rice, cooked the food, and delivered it myself. 💀 What a joke of a service. If this is your idea of “fast delivery,” people will die of hunger before the food arrives. Absolutely pathetic.",1,0,2026-08-29 19:13:38,4.110.1,delivery_problem,rule_based_v2,1,Delivery delays attributed to slow/unavailable delivery partners
d8257fff-004a-40d1-b1db-32dce8a5e267,Munawar Ali,tumhara ek bakwas hai aur tumhari service bhi bakwas hai jo order karo vah hota nahin hai aur Jo nahin order karo ho jata hai nau rupaye ki Biryani order Kari to 106 ka burger order Ho Gaya rs 9 ki Biryani Hui,1,0,2026-08-29 19:02:13,4.77.3,delivery_problem,rule_based_v2,0,General order quality issues / no resolution offered
845ceece-765c-42fb-b8b3-ba925dbbc780,Mohd Faiz,3rd class service don't order anything from this app very bad experience with swiggy,1,0,2026-08-29 18:38:55,4.115.1,delivery_problem,rule_based_v2,0,General order quality issues / no resolution offered
38306c69-23fc-4d67-9943-229f53eb3426,Kjeevankumar Goud,delivery is too late,1,0,2026-08-29 18:24:47,,delivery_problem,rule_based_v2,5,Late delivery — order arrives significantly past promised time
76da2b42-7124-4186-a72c-5be739e596a1,Srishty Garg,"Swiggy is becoming the worst application of all the ordering apps and this should shut down because they have no control over their tied partners (restaurants). The restaurants are just playing their own terms and do not deliver the food properly and do provide anything instead of selected food. also, Swiggy just provides the coupon or reimbursement on complaint but never takes a step for such issues so deleting this worst application now itself.",1,0,2026-08-29 18:12:39,,delivery_problem,rule_based_v2,4,Restaurant/delivery network unable to fulfill orders on time
385003d7-3173-4196-9c3e-d582ed76390a,Meena Parkash,I order briyani from the app and when I receive the order the quantity was less and food was eaten your your delivery partner eat the food before delivery,1,0,2026-08-29 18:00:24,,delivery_problem,rule_based_v2,1,Delivery delays attributed to slow/unavailable delivery partners
325534da-8951-4743-9904-b0b2c1455d76,Umesh,very disconnected 😡 because I'm checking the price of the pizza and I select the cash method it to chek how much amt will show then it was automatically order placed and then I'm trying to cancel that order Swiggy chat didn't get any response 😡,1,0,2026-08-29 17:53:56,4.114.2,delivery_problem,rule_based_v2,3,"Order cancellation friction (no cancel option, payment method issues)"
aa18bf1a-94c2-4bb3-8694-0cd2e67cd051,Syed Saqeeb,"The order has arrived and delivery guy asking for OTP but in app I see order is still being prepared by restaurant. Held up for this. Once the restaurant is closed the order is passed by and delivery guy goes to restaurant and calls stating it is closed. these are the 2 instances I faced, bad experience",1,0,2026-08-29 17:47:36,4.115.1,delivery_problem,rule_based_v2,4,Restaurant/delivery network unable to fulfill orders on time
3423b879-433d-4cc5-b2c9-90e67fdde573,Ravi Ranjan Jha,I got the full refund for delivering wrong item. it is frustrated for me. but after getting the refund it could be giving some relax. OK.,4,0,2026-08-29 17:26:47,4.115.1,delivery_problem,rule_based_v2,2,Wrong or incomplete item delivered
927ee98b-03d9-4e03-96e0-76151ba91005,PRACHI SINGH,"I have returned 2 items but they have refunded for 1 item only.. now they have stopped every possible way of communicating with them..no way to reach customer care, they stopped chat also saying conversation ended.. what nonsense is this.. is swiggy wants customers to go to consumer forum for their refunds..very bad experience, other delivery apps giving instant refunds and swiggy is robbing customers like this.",1,1,2026-08-29 17:22:58,4.115.1,delivery_problem,rule_based_v2,0,General order quality issues / no resolution offered
9651a803-6ffa-45b8-b1c4-367de062457a,thakur tanu,"very bad experience i ordered food from Bolt 10min. delivery but after 45 min. I still didn't recieved my order and while trying to seek help from customer care service they don't give us any option to chat or to call and when I tried to cancel my order due to frustration of delay they also didn't give any option in automated chat option they only have option that is "" no, don't cancel my order "" what the hell is this I have been trying to cancel my order but the don't give us any option chat",1,1,2026-08-29 17:06:51,4.115.1,delivery_problem,rule_based_v2,3,"Order cancellation friction (no cancel option, payment method issues)"
b220b95d-79ff-4233-91f6-520a9d5981fc,BARMAN JI,delayed order on time in screen,3,0,2026-08-29 17:02:42,4.115.1,delivery_problem,rule_based_v2,0,General order quality issues / no resolution offered
64332a24-220c-426f-ad67-23137f7ecf60,Sukanya Biswas,"The delivery experience and behaviour of delivery executives is worsening day by day. The chatbot experience is also pathetic, they just repeat the same set of answers continuously. Not recommended except absolutely necessary.",2,0,2026-08-29 17:00:20,4.115.1,delivery_problem,rule_based_v2,1,Delivery delays attributed to slow/unavailable delivery partners
05e2bdd3-a36d-4a8d-be26-f197e786962e,Anshul Tiwari,"worst experience ever, again happened the same thing, more than 2 hours are over, no option to cancel the order, no supervisor to talk to....not at all customer friendly. never gonna use the service of Swiggy again.",1,0,2026-08-29 16:52:58,4.82.1,delivery_problem,rule_based_v2,3,"Order cancellation friction (no cancel option, payment method issues)"
5c10603e-18b3-4355-957e-83bf31fe3046,Korada Reshma,bzc 50 mins delivery chestaru antha,1,0,2026-08-29 16:43:58,4.115.1,delivery_problem,rule_based_v2,1,Delivery delays attributed to slow/unavailable delivery partners
c0053059-7aa5-41f6-97e4-7572a3b3ac1a,Anshuman,"Sent Omega 3 non-veg item instead of ""Prebiotics & Probiotics from Tata 1mg"". When created help issue, it tells you ""we are unable to validate your claim"". I have attached clear photos and that's still their automated response. I am filling a consumer court case.",1,0,2026-08-29 16:43:46,4.115.1,delivery_problem,rule_based_v2,2,Wrong or incomplete item delivered
15433210-4a06-41de-8be4-fd19089edc3c,Pᴀsɪ GᴀᴍɪɴɢYᴛ,why another state your prices low and udaipur very high rate in Swiggy,1,0,2026-08-29 16:31:49,4.115.1,delivery_problem,rule_based_v2,0,General order quality issues / no resolution offered
d4aee7ea-5e8b-41e0-aeda-5baba697fe88,Swarup Som,I rated them high about 6 years back. they are now a bunch of jokers running a pathetic food delivery service with zero reliability,1,0,2026-08-29 16:28:17,4.115.1,delivery_problem,rule_based_v2,1,Delivery delays attributed to slow/unavailable delivery partners
41fbda03-0340-445e-822f-d228978a23dc,Sangita Kause,very bad because when I ordered they tell me they are arriving in15 min but they take literally 1hour and said they don't have same thing to give and give me wrong things,1,0,2026-08-29 16:25:38,4.115.1,delivery_problem,rule_based_v2,0,General order quality issues / no resolution offered
920f92d3-8dc1-49dd-b751-bf0d7a5011de,Bhawer Mahajan,"The bisleri 10 litre arrived physically damaged and severely leaking inside the delivery bag, resulting in 1 to 2 litres of spilled water and a compromised seal. Customer support initially denied assistance citing a ""non-returnable"" policy. However, standard return rules apply to change-of-mind requests, not to damaged, unsealed, or contaminated essential food and beverage items. Accepting a breached water container presents clear hygiene and health safety risks.",1,2,2026-08-29 16:25:18,4.114.2,delivery_problem,rule_based_v2,0,General order quality issues / no resolution offered
cc6e86b6-9a2b-4c2b-b6a2-fe59a8d8e1d6,RAJEEV RAJPUT,timely handover my food,2,0,2026-08-29 16:22:45,4.115.0,delivery_problem,rule_based_v2,0,General order quality issues / no resolution offered
72d246d4-9315-4221-ba38-5c010e74468c,Mallappa Nayak,"Waiting over an hour after a long workday only for an AI bot to trap you in an endless loop, have an agent completely ignore you, and then wake up to a unilateral cancellation is peak anti-customer service. A refund doesn't give back the time lost or fix the fact that you left someone stranded with no dinner. Utterly pathetic experience.",1,0,2026-08-29 16:22:26,4.115.1,delivery_problem,rule_based_v2,2,Wrong or incomplete item delivered
dd45e45d-a4aa-44e2-a857-fdbd8134c144,Ravi Kumar,don't oder insta Mart in eny item cancel chestey oder ni refund asalu radhu 100% refund thiskuntaru mi amt motham bokane go to other delivery app don't by the eny oder pls,1,0,2026-08-29 16:20:25,4.115.1,delivery_problem,rule_based_v2,2,Wrong or incomplete item delivered
adcfcbcd-f8c5-409e-8fc8-59cd9d8ff9b8,TUSHAR SAKTE,very Bad experience with sweegy. Frustraing experience. never use sweegy zommato is much better than sweegy. never use.,1,0,2026-08-29 16:08:24,4.114.2,delivery_problem,rule_based_v2,4,Restaurant/delivery network unable to fulfill orders on time
959ade18-d359-44ba-b659-57dc123212d9,himanshu jain,"the application and service used to be good ..however with last couple of orders specially on food restaurant side, the service has considerably degraded...I am open to provide order history and chat with agents if required.they all look like following certain process without any logic and purpose.I raised concern on missing item.was asked to upload photo but photo of what there is no clue.I provided photo of the current order I recieved they they ask me to send mail..why?lol..this rating justfd",1,0,2026-08-29 16:05:07,4.115.1,delivery_problem,rule_based_v2,0,General order quality issues / no resolution offered
c6853555-a270-4c17-82a7-70aa2bbcb233,Tigerslasher,worst experience ever I wait for 1 hour just to get my order cancelled that too isnt happening due to restrictions of its ai,1,0,2026-08-29 15:56:43,4.115.1,delivery_problem,rule_based_v2,0,General order quality issues / no resolution offered
da26842f-83e5-4947-b549-08410635db55,Ribin Rao,I ordered Kadhai paneer but I received yellow dal and mix veg. how could you deliver wrong item. plz check my order and confirm by image. totally waste of money. plz check image of food and bill shared by me. your delivery partner also not replying anything,1,0,2026-08-29 15:42:16,4.115.1,delivery_problem,rule_based_v2,2,Wrong or incomplete item delivered
ae91d2c0-10ce-47ff-9bed-c6d43d00dc14,Harsha mannem,Forget about extending the free delivery to a couple more kilometres. They are playing dirty tactics with the existing free 7 km delivery with Swiggy one. They'll show the restaurants around 6 to 6.5 km are around 7.1 ~ 7.3 km after 1 or 2 orders just to charge you the extra delivery fee and pull more money out of you. Checked by changing my address 600m nearer to the restaurant still shows the same distance and when i switched back to my default address. it's 7.3km now from 7.1.,1,0,2026-08-29 15:37:18,4.109.1,delivery_problem,rule_based_v2,1,Delivery delays attributed to slow/unavailable delivery partners
d99c936f-01e7-498f-aa53-94c2de099b9c,Kartheek Boddapati,late order delivered,1,0,2026-08-29 15:30:45,4.115.1,delivery_problem,rule_based_v2,5,Late delivery — order arrives significantly past promised time
